Age,Gender,Tenure,MonthlyCharges,TotalCharges,Contract,InternetService,PaymentMethod,TechSupport,OnlineSecurity,Churn
39,Male,5,80.61,290.24,Month-to-month,DSL,Credit card,No,Yes,1
69,Male,65,49.11,3158.99,Month-to-month,DSL,Credit card,No,Yes,0
34,Male,13,40.71,471.75,Month-to-month,No,Bank transfer,No,No,1
24,Female,53,35.23,1817.99,Month-to-month,Fiber optic,Electronic check,No,No,0
42,Female,45,109.95,4934.16,Month-to-month,Fiber optic,Electronic check,No,No,0
62,Male,32,91.01,2882.33,One year,DSL,Mailed check,Yes,Yes,0
21,Male,36,113.74,4036.33,Two year,Fiber optic,Electronic check,Yes,Yes,0
53,Male,60,80.33,4714.01,Two year,DSL,Mailed check,No,No,1
23,Male,11,67.34,755.86,Month-to-month,DSL,Credit card,No,Yes,1
48,Female,63,25.97,1673.75,One year,Fiber optic,Credit card,No,Yes,1
36,Male,21,87.16,1810.52,Two year,DSL,Electronic check,Yes,Yes,0
61,Female,52,78.22,4054.15,Month-to-month,No,Credit card,Yes,No,1
56,Female,55,119.02,6546.24,Month-to-month,No,Bank transfer,Yes,No,1
44,Male,26,43.92,1220.86,Two year,Fiber optic,Bank transfer,Yes,Yes,0
27,Female,68,73.07,4890.37,One year,No,Electronic check,Yes,Yes,0
43,Female,34,85.1,2872.68,Month-to-month,Fiber optic,Electronic check,Yes,Yes,0
36,Female,52,84.46,4305.82,Month-to-month,DSL,Mailed check,Yes,Yes,0
56,Female,52,76.13,3976.88,Month-to-month,Fiber optic,Credit card,Yes,No,0
20,Male,29,97.69,2825.81,Two year,DSL,Mailed check,No,No,0
62,Male,38,40.5,1549.15,One year,DSL,Mailed check,Yes,Yes,0
30,Female,42,92.56,3895.18,Month-to-month,No,Bank transfer,Yes,Yes,1
67,Male,21,81.97,1770.91,Month-to-month,Fiber optic,Bank transfer,Yes,No,1
45,Male,42,109.61,4630.53,One year,No,Bank transfer,Yes,Yes,0
37,Male,13,104.72,1402.89,One year,DSL,Bank transfer,No,No,1
45,Male,64,51.51,3243.36,Month-to-month,Fiber optic,Mailed check,Yes,Yes,0
25,Male,17,47.62,869.2,Two year,DSL,Bank transfer,No,No,0
58,Female,9,118.17,1027.41,Month-to-month,Fiber optic,Credit card,No,Yes,1
56,Male,41,72.73,2948.69,Month-to-month,Fiber optic,Bank transfer,No,Yes,0
18,Male,1,110.64,124.18,One year,Fiber optic,Bank transfer,Yes,No,0
20,Male,2,36.39,87.88,Month-to-month,DSL,Bank transfer,Yes,No,1
30,Male,60,84.28,5003.21,Two year,DSL,Electronic check,Yes,Yes,1
45,Female,48,100.99,4838.86,One year,DSL,Credit card,No,Yes,1
66,Female,29,114.74,3401.87,One year,Fiber optic,Credit card,No,No,0
42,Female,10,53.73,463.88,Month-to-month,No,Mailed check,No,No,0
50,Female,58,92.5,5439.26,Month-to-month,DSL,Mailed check,No,Yes,0
55,Male,60,73.88,4420.72,Month-to-month,Fiber optic,Bank transfer,Yes,Yes,0
23,Female,21,26.06,430.37,One year,No,Electronic check,Yes,No,0
61,Male,28,89.0,2423.66,One year,Fiber optic,Mailed check,Yes,No,0
62,Male,34,89.01,2978.17,Two year,Fiber optic,Mailed check,No,No,0
49,Male,8,113.06,873.28,One year,No,Bank transfer,No,No,0
62,Male,59,69.73,4108.83,Two year,DSL,Bank transfer,Yes,No,0
64,Male,49,43.03,1973.3,One year,DSL,Mailed check,Yes,Yes,0
38,Female,17,24.46,425.16,Month-to-month,DSL,Mailed check,No,Yes,0
33,Female,60,61.56,3640.85,Month-to-month,No,Credit card,Yes,No,0
38,Female,45,50.19,2328.08,One year,No,Electronic check,Yes,Yes,0
28,Female,69,96.11,6618.08,Month-to-month,Fiber optic,Credit card,No,Yes,0
54,Male,32,55.43,1820.9,Month-to-month,DSL,Mailed check,No,No,1
53,Female,44,114.91,5111.56,One year,Fiber optic,Credit card,No,Yes,0
52,Male,65,116.23,7609.11,Two year,DSL,Credit card,Yes,Yes,0
36,Female,8,82.09,628.4,Month-to-month,DSL,Mailed check,No,Yes,1
37,Male,43,112.87,4824.45,One year,Fiber optic,Bank transfer,Yes,No,1
35,Male,1,96.09,96.09,Two year,No,Mailed check,Yes,No,0
64,Female,51,74.69,3841.0,Month-to-month,No,Bank transfer,No,Yes,0
58,Male,24,38.03,887.19,Month-to-month,Fiber optic,Mailed check,Yes,Yes,1
66,Male,24,65.86,1574.68,Month-to-month,DSL,Mailed check,No,Yes,1
31,Female,17,76.09,1307.21,One year,DSL,Mailed check,No,Yes,0
32,Male,5,106.4,486.76,One year,DSL,Electronic check,Yes,Yes,0
48,Female,20,68.13,1314.19,Two year,Fiber optic,Bank transfer,Yes,Yes,0
18,Female,21,109.77,2297.26,One year,No,Electronic check,No,No,1
20,Female,58,87.43,5069.65,Month-to-month,DSL,Mailed check,No,Yes,1
33,Male,31,33.7,1066.39,Month-to-month,Fiber optic,Credit card,No,Yes,1
40,Male,11,119.5,1348.09,One year,DSL,Electronic check,No,No,1
28,Male,52,72.72,3726.49,Month-to-month,DSL,Bank transfer,No,Yes,0
29,Female,15,59.19,847.25,Month-to-month,Fiber optic,Mailed check,No,Yes,0
27,Male,7,85.91,552.83,Month-to-month,DSL,Electronic check,Yes,Yes,0
49,Female,28,30.89,935.54,Month-to-month,Fiber optic,Credit card,Yes,Yes,0
33,Female,51,83.65,4260.14,Month-to-month,No,Electronic check,Yes,No,1
25,Male,58,69.82,4050.37,Month-to-month,Fiber optic,Bank transfer,Yes,Yes,1
55,Female,5,60.67,306.24,Month-to-month,DSL,Electronic check,No,No,0
29,Male,5,115.3,540.72,Month-to-month,DSL,Credit card,Yes,Yes,1
41,Male,8,72.25,656.21,One year,Fiber optic,Credit card,Yes,Yes,1
45,Male,64,41.91,2702.79,Two year,DSL,Bank transfer,No,No,1
25,Male,10,65.9,660.98,Month-to-month,DSL,Credit card,Yes,Yes,0
45,Male,38,111.94,4198.46,One year,Fiber optic,Mailed check,No,No,0
53,Female,8,37.61,242.78,Month-to-month,Fiber optic,Credit card,No,No,1
43,Female,25,41.4,1019.55,One year,Fiber optic,Mailed check,No,No,1
25,Female,66,21.3,1370.8,Two year,DSL,Electronic check,No,Yes,0
67,Male,50,21.42,1017.63,One year,No,Mailed check,No,Yes,0
45,Male,67,102.94,6878.43,Two year,DSL,Mailed check,Yes,Yes,0
45,Male,49,93.21,4556.47,Month-to-month,DSL,Electronic check,Yes,Yes,0
54,Female,36,55.5,2005.09,Month-to-month,Fiber optic,Credit card,Yes,No,1
58,Male,68,89.83,6083.24,Two year,Fiber optic,Mailed check,No,Yes,0
53,Female,41,59.52,2389.94,Month-to-month,No,Credit card,Yes,Yes,1
44,Female,62,115.29,7099.33,Month-to-month,Fiber optic,Electronic check,Yes,No,1
34,Male,10,116.71,1227.75,One year,No,Bank transfer,Yes,No,1
26,Male,21,59.28,1182.29,Two year,No,Credit card,Yes,Yes,0
50,Female,36,105.42,3813.28,Two year,Fiber optic,Credit card,No,No,0
37,Male,12,97.31,1193.7,Month-to-month,Fiber optic,Bank transfer,Yes,No,1
30,Female,2,51.0,95.94,Two year,Fiber optic,Bank transfer,No,No,0
45,Male,13,43.2,649.99,Month-to-month,No,Electronic check,No,No,1
65,Male,53,65.82,3513.55,Month-to-month,Fiber optic,Credit card,Yes,No,1
46,Female,32,98.13,3232.31,One year,DSL,Credit card,No,Yes,0
30,Male,16,116.02,1823.77,Month-to-month,Fiber optic,Electronic check,No,Yes,1
63,Female,32,96.36,3051.82,Month-to-month,DSL,Credit card,No,Yes,1
52,Male,32,105.52,3403.02,One year,Fiber optic,Mailed check,No,Yes,0
23,Female,11,80.31,870.34,Month-to-month,DSL,Mailed check,No,Yes,0
35,Female,10,103.54,1119.68,Month-to-month,Fiber optic,Mailed check,No,Yes,1
68,Male,15,98.44,1493.69,Month-to-month,No,Credit card,No,Yes,1
22,Female,17,57.7,928.67,Month-to-month,DSL,Mailed check,Yes,No,1
64,Male,40,75.2,2921.16,Month-to-month,DSL,Mailed check,Yes,Yes,0
42,Male,18,100.48,1804.73,One year,DSL,Electronic check,No,Yes,0
19,Male,55,24.61,1349.09,One year,Fiber optic,Electronic check,No,Yes,0
27,Female,25,100.81,2535.94,Month-to-month,DSL,Bank transfer,Yes,No,0
47,Female,59,37.79,2290.14,Two year,DSL,Bank transfer,Yes,Yes,0
67,Male,22,71.47,1626.3,Month-to-month,DSL,Bank transfer,Yes,Yes,1
62,Male,30,100.83,2995.95,Month-to-month,Fiber optic,Bank transfer,Yes,No,1
22,Female,44,45.38,1932.03,Two year,DSL,Electronic check,No,Yes,0
50,Male,32,44.58,1364.85,Month-to-month,Fiber optic,Electronic check,No,Yes,1
18,Male,51,60.28,3037.44,Two year,DSL,Electronic check,Yes,No,0
35,Female,46,109.46,5016.82,Month-to-month,Fiber optic,Mailed check,Yes,Yes,0
49,Male,21,20.04,436.09,One year,DSL,Mailed check,Yes,No,0
64,Female,32,110.14,3484.43,Month-to-month,Fiber optic,Bank transfer,Yes,Yes,0
66,Male,39,35.38,1393.84,Month-to-month,DSL,Mailed check,No,Yes,1
28,Female,12,119.01,1446.22,Month-to-month,Fiber optic,Credit card,Yes,Yes,0
38,Male,47,115.48,5434.73,One year,No,Electronic check,Yes,No,0
43,Male,18,69.47,1194.03,One year,No,Bank transfer,Yes,No,0
42,Female,21,71.27,1520.06,Two year,Fiber optic,Bank transfer,No,No,1
39,Male,13,68.15,990.01,Month-to-month,Fiber optic,Credit card,No,Yes,1
44,Female,21,83.54,1766.63,Month-to-month,No,Mailed check,No,Yes,1
66,Male,8,29.07,84.91,Month-to-month,Fiber optic,Bank transfer,Yes,No,1
30,Female,46,23.26,1132.0,One year,DSL,Mailed check,Yes,No,0
50,Female,7,25.77,145.25,Two year,No,Mailed check,Yes,Yes,0
51,Female,23,64.44,1595.41,Month-to-month,Fiber optic,Credit card,No,Yes,0
58,Female,22,47.55,1051.92,One year,DSL,Bank transfer,No,Yes,1
52,Male,22,82.2,1724.16,Month-to-month,DSL,Mailed check,Yes,Yes,0
18,Male,29,119.24,3354.73,One year,DSL,Mailed check,Yes,No,0
38,Female,13,58.63,839.18,Two year,Fiber optic,Credit card,No,Yes,0
65,Female,2,77.38,210.06,Month-to-month,DSL,Credit card,Yes,Yes,1
23,Female,29,61.56,1896.54,Month-to-month,DSL,Mailed check,Yes,Yes,0
45,Male,52,104.73,5446.51,Two year,DSL,Credit card,Yes,Yes,0
34,Male,27,110.22,2973.11,Two year,Fiber optic,Mailed check,No,Yes,0
22,Male,50,107.74,5367.86,One year,Fiber optic,Bank transfer,Yes,Yes,0
48,Male,23,117.44,2668.21,One year,DSL,Electronic check,Yes,Yes,0
22,Female,44,22.75,981.38,Month-to-month,DSL,Credit card,Yes,No,0
55,Female,22,103.98,2298.43,One year,DSL,Electronic check,Yes,No,1
20,Female,43,95.18,4050.54,Two year,No,Mailed check,No,No,0
40,Male,37,42.87,1502.73,One year,Fiber optic,Mailed check,No,Yes,1
54,Male,61,115.63,7061.42,Month-to-month,Fiber optic,Mailed check,No,No,0
54,Male,56,34.82,1906.61,Month-to-month,DSL,Electronic check,Yes,Yes,0
27,Female,3,87.95,101.88,Month-to-month,Fiber optic,Mailed check,No,Yes,1
27,Female,63,42.49,2704.5,Month-to-month,Fiber optic,Credit card,Yes,Yes,0
36,Male,19,63.14,1144.26,Month-to-month,DSL,Bank transfer,No,Yes,0
34,Female,23,91.92,2147.25,Month-to-month,DSL,Bank transfer,Yes,No,0
38,Male,29,76.33,2245.46,Month-to-month,DSL,Credit card,No,Yes,1
31,Male,30,62.75,1896.68,Month-to-month,No,Bank transfer,No,Yes,0
26,Female,39,52.63,2177.41,One year,No,Electronic check,No,No,0
63,Male,25,103.97,2592.35,Month-to-month,Fiber optic,Mailed check,Yes,No,1
18,Female,8,34.38,260.76,Month-to-month,Fiber optic,Mailed check,Yes,No,0
68,Male,58,63.01,3688.76,Month-to-month,DSL,Mailed check,Yes,Yes,0
62,Female,16,110.38,1763.31,Month-to-month,Fiber optic,Electronic check,No,No,1
30,Female,1,104.58,162.6,One year,Fiber optic,Electronic check,Yes,Yes,0
21,Female,5,60.09,237.01,Month-to-month,DSL,Electronic check,Yes,Yes,0
18,Male,3,96.31,226.32,One year,No,Credit card,Yes,No,1
66,Male,65,102.32,6689.09,Two year,DSL,Electronic check,Yes,No,0
57,Female,4,108.89,377.32,One year,DSL,Bank transfer,Yes,No,1
49,Female,64,74.45,4795.25,One year,Fiber optic,Credit card,Yes,Yes,0
51,Male,10,40.45,423.0,Two year,Fiber optic,Credit card,No,Yes,1
45,Male,21,45.53,921.41,One year,Fiber optic,Credit card,No,Yes,1
48,Male,46,49.57,2298.58,Month-to-month,DSL,Electronic check,Yes,Yes,0
25,Female,27,79.38,2081.53,Month-to-month,No,Credit card,No,Yes,1
56,Male,66,23.28,1486.49,Two year,Fiber optic,Electronic check,No,Yes,0
43,Male,41,83.6,3415.74,Month-to-month,Fiber optic,Electronic check,Yes,No,0
51,Female,13,56.44,737.67,Month-to-month,No,Credit card,Yes,Yes,1
20,Male,9,49.52,430.5,One year,Fiber optic,Mailed check,No,No,0
67,Male,36,107.95,3907.86,Two year,DSL,Mailed check,Yes,No,0
29,Male,58,66.0,3847.42,Month-to-month,Fiber optic,Credit card,No,No,0
18,Female,54,29.51,1670.01,One year,DSL,Mailed check,No,No,0
61,Female,12,102.67,1227.28,Month-to-month,DSL,Bank transfer,No,No,0
22,Female,14,24.76,406.37,One year,Fiber optic,Bank transfer,Yes,Yes,0
47,Female,34,92.67,3196.82,Month-to-month,No,Electronic check,No,Yes,0
47,Female,53,97.39,5276.37,Month-to-month,DSL,Mailed check,Yes,Yes,1
34,Female,20,55.26,1098.84,Two year,Fiber optic,Bank transfer,Yes,Yes,0
65,Female,16,102.48,1618.66,Month-to-month,DSL,Credit card,Yes,No,0
64,Male,70,71.57,5072.78,One year,Fiber optic,Mailed check,Yes,No,0
40,Male,56,66.33,3733.75,Month-to-month,Fiber optic,Bank transfer,Yes,No,0
32,Female,58,24.54,1487.4,Month-to-month,Fiber optic,Bank transfer,No,Yes,0
54,Male,4,49.0,231.84,One year,DSL,Credit card,Yes,Yes,0
38,Male,4,113.1,347.06,Month-to-month,Fiber optic,Electronic check,Yes,Yes,0
31,Female,20,59.18,1202.42,Month-to-month,No,Credit card,Yes,Yes,0
19,Male,10,74.67,762.26,Month-to-month,Fiber optic,Electronic check,Yes,No,1
28,Male,24,73.2,1763.46,One year,Fiber optic,Bank transfer,Yes,No,0
68,Male,26,79.04,2048.43,Two year,No,Electronic check,No,Yes,1
56,Male,37,26.13,887.2,Two year,DSL,Bank transfer,Yes,Yes,0
55,Male,54,56.22,3079.59,Month-to-month,Fiber optic,Bank transfer,Yes,No,1
51,Female,21,92.31,1957.2,Month-to-month,No,Mailed check,No,No,0
55,Female,38,40.06,1577.38,Month-to-month,DSL,Electronic check,Yes,No,1
67,Female,46,40.36,1779.62,Two year,Fiber optic,Electronic check,No,No,0
51,Male,4,21.01,109.4,Month-to-month,DSL,Electronic check,No,Yes,1
35,Female,60,63.75,3813.27,Two year,Fiber optic,Credit card,No,No,0
47,Male,57,108.27,6178.58,Month-to-month,Fiber optic,Mailed check,No,No,0
32,Male,45,25.19,1122.39,Two year,DSL,Mailed check,Yes,No,0
44,Male,20,39.11,809.38,Two year,Fiber optic,Mailed check,Yes,No,0
68,Male,17,51.01,859.03,Two year,DSL,Credit card,No,Yes,0
51,Female,71,93.17,6562.47,Month-to-month,DSL,Electronic check,No,Yes,1
69,Female,4,84.06,340.56,Month-to-month,DSL,Electronic check,Yes,Yes,1
55,Male,14,61.59,851.55,Month-to-month,No,Electronic check,No,Yes,1
50,Female,3,95.91,283.56,Month-to-month,DSL,Mailed check,No,Yes,1
41,Male,58,80.96,4536.29,Month-to-month,No,Mailed check,No,Yes,1
32,Female,55,109.6,6062.13,One year,Fiber optic,Bank transfer,Yes,No,0
47,Female,4,101.8,391.47,Month-to-month,DSL,Credit card,No,No,1
59,Male,24,45.28,1019.31,One year,Fiber optic,Credit card,Yes,No,1
68,Female,34,47.14,1648.89,One year,Fiber optic,Mailed check,Yes,No,1
34,Male,30,32.54,1008.02,Month-to-month,Fiber optic,Bank transfer,Yes,Yes,1
22,Female,19,53.7,1003.93,Two year,DSL,Electronic check,No,No,1
46,Male,31,119.95,3660.84,Month-to-month,DSL,Mailed check,No,Yes,0
21,Male,60,60.58,3643.7,Month-to-month,DSL,Credit card,Yes,No,0
27,Female,60,42.05,2529.16,Month-to-month,DSL,Credit card,Yes,No,0
34,Female,19,96.25,1874.97,Two year,DSL,Credit card,Yes,No,0
27,Male,49,74.25,3616.06,Month-to-month,DSL,Electronic check,No,Yes,0
34,Female,63,34.96,2262.23,Month-to-month,DSL,Credit card,No,No,0
37,Female,22,58.07,1250.53,One year,DSL,Electronic check,Yes,Yes,0
41,Male,24,61.45,1407.51,Month-to-month,DSL,Electronic check,Yes,Yes,0
22,Male,30,95.38,2804.79,One year,DSL,Electronic check,No,No,0
51,Female,58,22.07,1276.94,Two year,No,Mailed check,Yes,Yes,0
23,Male,31,46.9,1450.62,Two year,DSL,Electronic check,No,Yes,0
19,Male,64,71.76,4609.03,Month-to-month,Fiber optic,Bank transfer,No,No,0
30,Male,19,46.88,886.2,Month-to-month,DSL,Credit card,Yes,No,0
60,Female,48,82.84,4025.19,Month-to-month,No,Mailed check,Yes,No,0
60,Female,45,68.19,3055.5,Month-to-month,DSL,Credit card,No,No,1
65,Male,55,56.17,2989.54,Month-to-month,No,Electronic check,No,No,0
28,Female,55,114.92,6314.55,Month-to-month,Fiber optic,Mailed check,No,No,0
68,Male,18,83.22,1397.62,Two year,DSL,Bank transfer,No,Yes,1
64,Female,63,32.99,2091.94,Two year,No,Electronic check,No,No,0
40,Male,47,76.01,3625.33,Month-to-month,Fiber optic,Credit card,Yes,No,1
33,Male,57,98.07,5540.68,Month-to-month,DSL,Bank transfer,No,Yes,1
48,Female,45,90.85,4159.18,Month-to-month,Fiber optic,Electronic check,No,No,1
28,Male,33,37.21,1270.07,Month-to-month,No,Bank transfer,No,Yes,1
33,Female,17,117.24,2053.4,One year,Fiber optic,Electronic check,Yes,No,1
25,Female,70,64.88,4551.08,One year,DSL,Mailed check,Yes,No,0
21,Male,4,35.9,93.96,Two year,Fiber optic,Electronic check,No,Yes,0
57,Male,20,38.02,799.44,One year,Fiber optic,Mailed check,No,No,1
21,Female,47,29.82,1370.31,One year,No,Electronic check,Yes,Yes,0
42,Male,15,100.35,1511.14,One year,Fiber optic,Electronic check,Yes,No,1
20,Male,70,32.2,2245.43,Month-to-month,DSL,Credit card,Yes,No,1
49,Male,47,32.51,1584.2,One year,No,Bank transfer,Yes,Yes,0
20,Male,9,105.05,981.97,Month-to-month,DSL,Bank transfer,No,No,0
44,Male,16,54.46,867.33,Month-to-month,DSL,Bank transfer,Yes,No,0
46,Female,69,23.09,1495.63,Month-to-month,Fiber optic,Electronic check,No,Yes,0
49,Female,61,25.19,1504.83,Month-to-month,Fiber optic,Electronic check,No,No,0
67,Male,10,34.22,377.41,Two year,DSL,Electronic check,Yes,Yes,1
68,Male,50,41.34,2081.01,Month-to-month,Fiber optic,Mailed check,Yes,No,1
36,Male,3,86.51,184.37,Month-to-month,DSL,Mailed check,Yes,Yes,0
38,Female,70,35.73,2410.77,Month-to-month,Fiber optic,Credit card,Yes,No,0
22,Male,51,31.89,1636.17,One year,No,Electronic check,No,Yes,0
35,Female,19,96.47,1780.08,Month-to-month,DSL,Bank transfer,No,Yes,0
45,Female,42,87.11,3610.58,Two year,DSL,Bank transfer,No,No,1
59,Female,35,63.53,2257.18,Two year,DSL,Credit card,Yes,No,0
39,Male,46,74.93,3506.89,One year,No,Bank transfer,No,Yes,0
38,Female,26,51.2,1293.66,One year,DSL,Credit card,Yes,No,0
23,Male,69,68.25,4707.01,Month-to-month,DSL,Electronic check,No,Yes,1
18,Female,64,70.67,4519.17,Month-to-month,Fiber optic,Bank transfer,Yes,No,0
22,Male,37,58.72,2164.43,One year,Fiber optic,Electronic check,No,No,0
58,Female,49,110.66,5424.37,Month-to-month,DSL,Mailed check,No,Yes,0
29,Male,21,21.61,491.63,Month-to-month,Fiber optic,Bank transfer,Yes,Yes,0
43,Female,64,98.22,6252.38,One year,DSL,Mailed check,No,No,1
63,Male,5,32.44,85.94,Month-to-month,No,Bank transfer,No,No,1
51,Male,70,99.75,7067.0,Two year,DSL,Electronic check,Yes,No,0
66,Male,4,81.59,380.83,Month-to-month,DSL,Credit card,Yes,No,1
31,Male,39,104.33,4013.69,One year,Fiber optic,Electronic check,Yes,No,0
43,Female,35,29.75,1048.03,One year,DSL,Electronic check,Yes,Yes,0
62,Female,1,75.9,126.44,One year,Fiber optic,Electronic check,Yes,No,0
44,Male,24,70.11,1720.09,Month-to-month,DSL,Bank transfer,No,No,1
26,Female,57,90.62,5188.44,One year,DSL,Credit card,Yes,Yes,0
43,Male,70,73.43,5131.59,Two year,Fiber optic,Mailed check,No,Yes,0
64,Male,41,74.07,3123.24,Month-to-month,Fiber optic,Electronic check,No,Yes,1
39,Female,54,62.96,3410.88,Month-to-month,Fiber optic,Bank transfer,Yes,No,0
64,Male,46,50.88,2314.73,One year,DSL,Mailed check,No,Yes,0
47,Male,60,68.23,4137.35,One year,DSL,Electronic check,No,Yes,0
60,Female,60,31.85,1915.8,Month-to-month,DSL,Mailed check,Yes,Yes,0
65,Male,57,116.15,6638.04,Two year,DSL,Electronic check,No,Yes,1
34,Male,31,91.44,2844.8,Month-to-month,Fiber optic,Mailed check,Yes,No,1
43,Male,24,115.25,2790.84,Month-to-month,No,Mailed check,Yes,No,0
53,Male,36,42.67,1487.2,One year,DSL,Credit card,Yes,No,0
18,Female,30,107.93,3165.34,One year,DSL,Credit card,No,Yes,0
25,Female,24,100.88,2492.83,Two year,DSL,Electronic check,No,Yes,1
66,Female,30,87.72,2644.08,Two year,DSL,Bank transfer,No,Yes,0
52,Male,7,82.5,616.04,Month-to-month,DSL,Credit card,No,Yes,1
69,Male,35,51.65,1719.76,Month-to-month,No,Mailed check,Yes,Yes,0
32,Female,55,101.64,5643.53,Month-to-month,Fiber optic,Credit card,No,Yes,1
64,Male,14,70.15,956.03,One year,No,Credit card,Yes,No,0
39,Male,10,27.09,230.59,Two year,No,Electronic check,No,No,1
31,Male,16,51.29,817.47,Month-to-month,Fiber optic,Credit card,No,Yes,1
43,Male,54,113.53,6081.72,Month-to-month,Fiber optic,Credit card,No,No,1
45,Female,70,105.07,7354.81,Month-to-month,DSL,Mailed check,No,Yes,0
40,Female,44,118.19,5193.54,Two year,Fiber optic,Credit card,No,Yes,0
31,Female,45,82.8,3779.02,Month-to-month,No,Mailed check,Yes,No,0
41,Male,56,44.75,2581.67,Month-to-month,DSL,Credit card,No,Yes,0
19,Female,57,36.28,2142.04,One year,No,Credit card,No,No,0
62,Female,21,38.69,699.26,Two year,DSL,Bank transfer,No,Yes,0
43,Male,68,21.98,1447.88,One year,No,Credit card,No,Yes,0
31,Male,50,59.07,2839.76,One year,No,Mailed check,Yes,No,0
68,Female,33,39.14,1231.94,Month-to-month,Fiber optic,Mailed check,No,Yes,1
24,Female,7,61.17,395.71,One year,Fiber optic,Electronic check,Yes,Yes,0
20,Female,70,113.5,7965.53,One year,Fiber optic,Electronic check,No,Yes,0
64,Female,15,63.05,919.75,Two year,No,Bank transfer,Yes,No,0
40,Male,32,107.8,3425.0,Month-to-month,No,Mailed check,Yes,Yes,1
63,Female,20,80.55,1620.09,Month-to-month,Fiber optic,Mailed check,Yes,Yes,1
60,Female,15,44.71,585.18,Month-to-month,Fiber optic,Mailed check,Yes,Yes,1
64,Male,48,55.59,2626.39,Month-to-month,Fiber optic,Bank transfer,Yes,No,0
62,Female,71,28.39,1990.51,Two year,No,Mailed check,No,No,1
35,Male,21,53.35,1110.23,Month-to-month,Fiber optic,Electronic check,Yes,No,0
55,Male,42,87.75,3689.35,Month-to-month,No,Bank transfer,No,No,0
